diag_type,time_point,feature_type,rank,feature
lung_cancer,5,protein,19,olink_alpp
lung_cancer,5,protein,20,olink_gh1
lung_cancer,5,protein,21,olink_mxra8
lung_cancer,5,protein,22,olink_scgb3a2
lung_cancer,5,protein,23,olink_serpinf2
lung_cancer,5,protein,24,olink_ccl17
lung_cancer,5,protein,25,olink_pla2g7
lung_cancer,5,protein,26,olink_tnr
lung_cancer,5,protein,27,olink_klk10
lung_cancer,5,protein,28,olink_sart1
lung_cancer,5,protein,29,olink_arhgap5
lung_cancer,5,protein,30,olink_timp4
lung_cancer,5,protein,31,olink_sparcl1
lung_cancer,5,protein,32,olink_amigo2
lung_cancer,5,protein,33,olink_il12rb2
lung_cancer,5,protein,34,olink_mfap3
lung_cancer,5,protein,35,olink_uhrf2
lung_cancer,5,protein,36,olink_paip2b
lung_cancer,5,protein,37,olink_vnn2
lung_cancer,5,protein,38,olink_septin7
lung_cancer,5,protein,39,olink_clec3b
lung_cancer,5,protein,40,olink_prtg
lung_cancer,5,protein,41,olink_msr1
lung_cancer,5,protein,42,olink_cdkl5
lung_cancer,5,protein,43,olink_entpd2
lung_cancer,5,protein,44,olink_igsf3
lung_cancer,5,protein,45,olink_gdf15
lung_cancer,5,protein,46,olink_robo2
lung_cancer,5,protein,47,olink_areg
lung_cancer,5,protein,48,olink_amot
lung_cancer,5,protein,49,olink_aida
lung_cancer,5,protein,50,olink_col3a1
lung_cancer,5,blood,1,blood_Alkaline phosphatase
lung_cancer,5,blood,2,blood_Haematocrit percentage
lung_cancer,5,blood,3,blood_Eosinophill count
lung_cancer,5,blood,4,blood_Neutrophill percentage
lung_cancer,5,blood,5,blood_Lymphocyte percentage
lung_cancer,5,blood,6,blood_Platelet distribution width
lung_cancer,5,blood,7,blood_White blood cell (leukocyte) count
lung_cancer,5,blood,8,blood_IGF-1
lung_cancer,5,blood,9,blood_SHBG
lung_cancer,5,blood,10,blood_Glucose
lung_cancer,5,blood,11,blood_Direct bilirubin
lung_cancer,5,blood,12,blood_Eosinophill percentage
lung_cancer,5,blood,13,blood_Apolipoprotein A
lung_cancer,5,blood,14,blood_LDL direct
lung_cancer,5,blood,15,blood_Testosterone
lung_cancer,5,blood,16,blood_HDL cholesterol
lung_cancer,5,blood,17,blood_High light scatter reticulocyte percentage
lung_cancer,5,blood,18,blood_Aspartate aminotransferase
lung_cancer,5,blood,19,blood_Total bilirubin
lung_cancer,5,blood,20,blood_Total protein
lung_cancer,5,blood,21,blood_Urate
lung_cancer,5,blood,22,blood_Urea
lung_cancer,5,blood,23,blood_Triglycerides
lung_cancer,5,blood,24,blood_Cholesterol
lung_cancer,5,blood,25,blood_Creatinine
lung_cancer,5,blood,26,blood_Cystatin C
lung_cancer,5,blood,27,blood_Gamma glutamyltransferase
lung_cancer,5,blood,28,blood_Glycated haemoglobin (HbA1c)
lung_cancer,5,blood,29,blood_Lipoprotein A
lung_cancer,5,blood,30,blood_Oestradiol
lung_cancer,5,blood,31,blood_Phosphate
lung_cancer,5,blood,32,blood_Rheumatoid factor
lung_cancer,5,blood,33,blood_Reticulocyte percentage
lung_cancer,5,blood,34,blood_Alanine aminotransferase
lung_cancer,5,blood,35,blood_Albumin
lung_cancer,5,blood,36,blood_Apolipoprotein B
lung_cancer,5,blood,37,blood_C-reactive protein
lung_cancer,5,blood,38,blood_Calcium
lung_cancer,5,blood,39,blood_Mean sphered cell volume
lung_cancer,5,blood,40,blood_Monocyte count
lung_cancer,5,blood,41,blood_Monocyte percentage
lung_cancer,5,blood,42,blood_Neutrophill count
lung_cancer,5,blood,43,blood_Nucleated red blood cell count
lung_cancer,5,blood,44,blood_Nucleated red blood cell percentage
lung_cancer,5,blood,45,blood_Platelet count
lung_cancer,5,blood,46,blood_Platelet crit
lung_cancer,5,blood,47,blood_Red blood cell (erythrocyte) distribution width
lung_cancer,5,blood,48,blood_Red blood cell (erythrocyte) count
lung_cancer,5,blood,49,blood_Reticulocyte count
lung_cancer,5,blood,50,blood_Vitamin D
lung_cancer,5,combined,1,olink_wfdc2
lung_cancer,5,combined,2,olink_cxcl17
lung_cancer,5,combined,3,olink_kcnc4
lung_cancer,5,combined,4,olink_ung
lung_cancer,5,combined,5,olink_igfbp3
lung_cancer,5,combined,6,olink_lyve1
lung_cancer,5,combined,7,olink_col5a1
lung_cancer,5,combined,8,olink_angptl1
lung_cancer,5,combined,9,olink_ids
lung_cancer,5,combined,10,olink_cd33
lung_cancer,5,combined,11,olink_mmp12
lung_cancer,5,combined,12,olink_igdcc4
lung_cancer,5,combined,13,olink_lamb1
lung_cancer,5,combined,14,olink_megf9
lung_cancer,5,combined,15,olink_nphs2
lung_cancer,5,combined,16,olink_gfral
lung_cancer,5,combined,17,olink_krt19
lung_cancer,5,combined,18,olink_dok2
lung_cancer,5,combined,19,olink_alpp
lung_cancer,5,combined,20,olink_gh1
lung_cancer,5,combined,21,olink_mxra8
lung_cancer,5,combined,22,olink_scgb3a2
lung_cancer,5,combined,23,olink_serpinf2
lung_cancer,5,combined,24,olink_ccl17
lung_cancer,5,combined,25,olink_pla2g7
lung_cancer,5,combined,26,blood_Alkaline phosphatase
lung_cancer,5,combined,27,olink_tnr
lung_cancer,5,combined,28,olink_klk10
lung_cancer,5,combined,29,olink_sart1
lung_cancer,5,combined,30,olink_arhgap5
lung_cancer,5,combined,31,olink_timp4
lung_cancer,5,combined,32,olink_sparcl1
lung_cancer,5,combined,33,olink_amigo2
lung_cancer,5,combined,34,olink_il12rb2
lung_cancer,5,combined,35,olink_mfap3
lung_cancer,5,combined,36,olink_uhrf2
lung_cancer,5,combined,37,olink_paip2b
lung_cancer,5,combined,38,olink_vnn2
lung_cancer,5,combined,39,olink_septin7
lung_cancer,5,combined,40,olink_clec3b
lung_cancer,5,combined,41,olink_prtg
lung_cancer,5,combined,42,olink_msr1
lung_cancer,5,combined,43,olink_cdkl5
lung_cancer,5,combined,44,olink_entpd2
lung_cancer,5,combined,45,olink_igsf3
lung_cancer,5,combined,46,olink_gdf15
lung_cancer,5,combined,47,olink_robo2
lung_cancer,5,combined,48,olink_areg
lung_cancer,5,combined,49,olink_amot
lung_cancer,5,combined,50,olink_aida
lung_cancer,10,protein,1,olink_cxcl17
lung_cancer,10,protein,2,olink_wfdc2
lung_cancer,10,protein,3,olink_cdh1
lung_cancer,10,protein,4,olink_mln
lung_cancer,10,protein,5,olink_trim21
lung_cancer,10,protein,6,olink_entpd6
lung_cancer,10,protein,7,olink_mstn
lung_cancer,10,protein,8,olink_csf2ra
lung_cancer,10,protein,9,olink_lamp3
lung_cancer,10,protein,10,olink_kcnc4
lung_cancer,10,protein,11,olink_mdga1
lung_cancer,10,protein,12,olink_lpp
lung_cancer,10,protein,13,olink_nfx1
lung_cancer,10,protein,14,olink_crlf1
lung_cancer,10,protein,15,olink_cblif
lung_cancer,10,protein,16,olink_cntn5
lung_cancer,10,protein,17,olink_serpini1
lung_cancer,10,protein,18,olink_ighmbp2
lung_cancer,10,protein,19,olink_ppcdc
lung_cancer,10,protein,20,olink_izumo1
lung_cancer,10,protein,21,olink_cd101
lung_cancer,10,protein,22,olink_havcr1
lung_cancer,10,protein,23,olink_mmp12
lung_cancer,10,protein,24,olink_gnas
lung_cancer,10,protein,25,olink_rgma
lung_cancer,10,protein,26,olink_gdf15
lung_cancer,10,protein,27,olink_arfip1
lung_cancer,10,protein,28,olink_eng
lung_cancer,10,protein,29,olink_entpd5
lung_cancer,10,protein,30,olink_rpl14
lung_cancer,10,protein,31,olink_tst
lung_cancer,10,protein,32,olink_cd200
lung_cancer,10,protein,33,olink_mxra8
lung_cancer,10,protein,34,olink_btla
lung_cancer,10,protein,35,olink_tff3
lung_cancer,10,protein,36,olink_ceacam1
lung_cancer,10,protein,37,olink_kiaa2013
lung_cancer,10,protein,38,olink_sparcl1
lung_cancer,10,protein,39,olink_draxin
lung_cancer,10,protein,40,olink_pla2g7
lung_cancer,10,protein,41,olink_bag3
lung_cancer,10,protein,42,olink_vsig2
lung_cancer,10,protein,43,olink_prrt3
lung_cancer,10,protein,44,olink_krt14
lung_cancer,10,protein,45,olink_obp2b
lung_cancer,10,protein,46,olink_met
lung_cancer,10,protein,47,olink_fgf19
lung_cancer,10,protein,48,olink_slamf6
lung_cancer,10,protein,49,olink_inppl1
lung_cancer,10,protein,50,olink_spred2
lung_cancer,10,blood,1,blood_Haematocrit percentage
lung_cancer,10,blood,2,blood_Immature reticulocyte fraction
lung_cancer,10,blood,3,blood_Platelet crit
lung_cancer,10,blood,4,blood_Platelet count
lung_cancer,10,blood,5,blood_Mean sphered cell volume
lung_cancer,10,blood,6,blood_LDL direct
lung_cancer,10,blood,7,blood_Phosphate
lung_cancer,10,blood,8,blood_C-reactive protein
lung_cancer,10,blood,9,blood_Neutrophill percentage
lung_cancer,10,blood,10,blood_Creatinine
lung_cancer,10,blood,11,blood_Lipoprotein A
lung_cancer,10,blood,12,blood_Cholesterol
lung_cancer,10,blood,13,blood_Lymphocyte percentage
lung_cancer,10,blood,14,blood_Total bilirubin
lung_cancer,10,blood,15,blood_Calcium
lung_cancer,10,blood,16,blood_Monocyte count
lung_cancer,10,blood,17,blood_White blood cell (leukocyte) count
lung_cancer,10,blood,18,blood_Neutrophill count
lung_cancer,10,blood,19,blood_Mean corpuscular haemoglobin
lung_cancer,10,blood,20,blood_Lymphocyte count
lung_cancer,10,blood,21,blood_High light scatter reticulocyte percentage
lung_cancer,10,blood,22,blood_High light scatter reticulocyte count
lung_cancer,10,blood,23,blood_Haemoglobin concentration
lung_cancer,10,blood,24,blood_Eosinophill percentage
lung_cancer,10,blood,25,blood_Eosinophill count
lung_cancer,10,blood,26,blood_Basophill percentage
lung_cancer,10,blood,27,blood_Basophill count
lung_cancer,10,blood,28,blood_Rheumatoid factor
lung_cancer,10,blood,29,blood_Glycated haemoglobin (HbA1c)
lung_cancer,10,blood,30,blood_SHBG
lung_cancer,10,blood,31,blood_Testosterone
lung_cancer,10,blood,32,blood_Monocyte percentage
lung_cancer,10,blood,33,blood_Triglycerides
lung_cancer,10,blood,34,blood_Urate
lung_cancer,10,blood,35,blood_Urea
lung_cancer,10,blood,36,blood_Mean corpuscular haemoglobin concentration
lung_cancer,10,blood,37,blood_Mean corpuscular volume
lung_cancer,10,blood,38,blood_Mean platelet (thrombocyte) volume
lung_cancer,10,blood,39,blood_Mean reticulocyte volume
lung_cancer,10,blood,40,blood_Total protein
lung_cancer,10,blood,41,blood_Oestradiol
lung_cancer,10,blood,42,blood_IGF-1
lung_cancer,10,blood,43,blood_Alkaline phosphatase
lung_cancer,10,blood,44,blood_Albumin
lung_cancer,10,blood,45,blood_Alanine aminotransferase
lung_cancer,10,blood,46,blood_Reticulocyte percentage
lung_cancer,10,blood,47,blood_Reticulocyte count
lung_cancer,10,blood,48,blood_Red blood cell (erythrocyte) distribution width
lung_cancer,10,blood,49,blood_Red blood cell (erythrocyte) count
lung_cancer,10,blood,50,blood_Platelet distribution width
lung_cancer,10,combined,1,olink_cxcl17
lung_cancer,10,combined,2,olink_wfdc2
lung_cancer,10,combined,3,olink_cdh1
lung_cancer,10,combined,4,olink_mln
lung_cancer,10,combined,5,olink_trim21
lung_cancer,10,combined,6,olink_entpd6
lung_cancer,10,combined,7,olink_mstn
lung_cancer,10,combined,8,olink_csf2ra
lung_cancer,10,combined,9,olink_lamp3
lung_cancer,10,combined,10,olink_kcnc4
lung_cancer,10,combined,11,olink_mdga1
lung_cancer,10,combined,12,olink_lpp
lung_cancer,10,combined,13,olink_nfx1
lung_cancer,10,combined,14,olink_crlf1
lung_cancer,10,combined,15,olink_cblif
lung_cancer,10,combined,16,olink_cntn5
lung_cancer,10,combined,17,olink_serpini1
lung_cancer,10,combined,18,olink_ighmbp2
lung_cancer,10,combined,19,blood_Haematocrit percentage
lung_cancer,10,combined,20,olink_ppcdc
lung_cancer,10,combined,21,olink_izumo1
lung_cancer,10,combined,22,olink_cd101
lung_cancer,10,combined,23,olink_havcr1
lung_cancer,10,combined,24,olink_mmp12
lung_cancer,10,combined,25,olink_gnas
lung_cancer,10,combined,26,olink_rgma
lung_cancer,10,combined,27,olink_gdf15
lung_cancer,10,combined,28,olink_arfip1
lung_cancer,10,combined,29,olink_eng
lung_cancer,10,combined,30,olink_entpd5
lung_cancer,10,combined,31,olink_rpl14
lung_cancer,10,combined,32,olink_tst
lung_cancer,10,combined,33,olink_cd200
lung_cancer,10,combined,34,olink_mxra8
lung_cancer,10,combined,35,olink_btla
lung_cancer,10,combined,36,olink_tff3
lung_cancer,10,combined,37,olink_ceacam1
lung_cancer,10,combined,38,olink_kiaa2013
lung_cancer,10,combined,39,olink_sparcl1
lung_cancer,10,combined,40,olink_draxin
lung_cancer,10,combined,41,olink_pla2g7
lung_cancer,10,combined,42,blood_Immature reticulocyte fraction
lung_cancer,10,combined,43,olink_bag3
lung_cancer,10,combined,44,olink_vsig2
lung_cancer,10,combined,45,olink_prrt3
lung_cancer,10,combined,46,olink_krt14
lung_cancer,10,combined,47,olink_obp2b
lung_cancer,10,combined,48,olink_met
lung_cancer,10,combined,49,olink_fgf19
lung_cancer,10,combined,50,olink_slamf6
stomach_cancer,0,protein,1,olink_gkn1
stomach_cancer,0,protein,2,olink_spink1
stomach_cancer,0,protein,3,olink_nefl
stomach_cancer,0,protein,4,olink_pga4
stomach_cancer,0,protein,5,olink_reg1b
stomach_cancer,0,protein,6,olink_spink4
stomach_cancer,0,protein,7,olink_ccl25
stomach_cancer,0,protein,8,olink_fgf23
stomach_cancer,0,protein,9,olink_cblif
stomach_cancer,0,protein,10,olink_ppp1r12a
stomach_cancer,0,protein,11,olink_c1qa
stomach_cancer,0,protein,12,olink_decr1
stomach_cancer,0,protein,13,olink_pla2g15
stomach_cancer,0,protein,14,olink_pxn
stomach_cancer,0,protein,15,olink_cdkl5
stomach_cancer,0,protein,16,olink_casp2
stomach_cancer,0,protein,17,olink_rabepk
stomach_cancer,0,protein,18,olink_lgals8
stomach_cancer,0,protein,19,olink_adamts16
stomach_cancer,0,protein,20,olink_nedd9
stomach_cancer,0,protein,21,olink_tfrc
stomach_cancer,0,protein,22,olink_il20ra
stomach_cancer,0,protein,23,olink_fut3_fut5
stomach_cancer,0,protein,24,olink_neo1
stomach_cancer,0,protein,25,olink_tspan8
stomach_cancer,0,protein,26,olink_cdhr1
stomach_cancer,0,protein,27,olink_tnfsf11
stomach_cancer,0,protein,28,olink_snap29
stomach_cancer,0,protein,29,olink_il17d
stomach_cancer,0,protein,30,olink_bcl2l15
stomach_cancer,0,protein,31,olink_cep20
stomach_cancer,0,protein,32,olink_arl13b
stomach_cancer,0,protein,33,olink_pdzd2
stomach_cancer,0,protein,34,olink_naa80
stomach_cancer,0,protein,35,olink_erp29
stomach_cancer,0,protein,36,olink_s100p
stomach_cancer,0,protein,37,olink_ripk4
stomach_cancer,0,protein,38,olink_slamf6
stomach_cancer,0,protein,39,olink_odam
stomach_cancer,0,protein,40,olink_cetn3
stomach_cancer,0,protein,41,olink_src
stomach_cancer,0,protein,42,olink_serpinb6
stomach_cancer,0,protein,43,olink_vsig4
stomach_cancer,0,protein,44,olink_reep4
stomach_cancer,0,protein,45,olink_appl2
stomach_cancer,0,protein,46,olink_il6
stomach_cancer,0,protein,47,olink_ralb
stomach_cancer,0,protein,48,olink_il1a
stomach_cancer,0,protein,49,olink_ttf2
stomach_cancer,0,protein,50,olink_pcdh7
stomach_cancer,0,blood,1,blood_Reticulocyte percentage
stomach_cancer,0,blood,2,blood_White blood cell (leukocyte) count
stomach_cancer,0,blood,3,blood_Alanine aminotransferase
stomach_cancer,0,blood,4,blood_Albumin
stomach_cancer,0,blood,5,blood_Alkaline phosphatase
stomach_cancer,0,blood,6,blood_Apolipoprotein B
stomach_cancer,0,blood,7,blood_C-reactive protein
stomach_cancer,0,blood,8,blood_Calcium
stomach_cancer,0,blood,9,blood_Cholesterol
stomach_cancer,0,blood,10,blood_Creatinine
stomach_cancer,0,blood,11,blood_Cystatin C
stomach_cancer,0,blood,12,blood_Direct bilirubin
stomach_cancer,0,blood,13,blood_Gamma glutamyltransferase
stomach_cancer,0,blood,14,blood_Glucose
stomach_cancer,0,blood,15,blood_Glycated haemoglobin (HbA1c)
stomach_cancer,0,blood,16,blood_Apolipoprotein A
stomach_cancer,0,blood,17,blood_HDL cholesterol
stomach_cancer,0,blood,18,blood_IGF-1
stomach_cancer,0,blood,19,blood_LDL direct
stomach_cancer,0,blood,20,blood_Lipoprotein A
stomach_cancer,0,blood,21,blood_Oestradiol
stomach_cancer,0,blood,22,blood_Phosphate
stomach_cancer,0,blood,23,blood_Rheumatoid factor
stomach_cancer,0,blood,24,blood_SHBG
stomach_cancer,0,blood,25,blood_Testosterone
stomach_cancer,0,blood,26,blood_Total bilirubin
stomach_cancer,0,blood,27,blood_Total protein
stomach_cancer,0,blood,28,blood_Urate
stomach_cancer,0,blood,29,blood_Urea
stomach_cancer,0,blood,30,blood_Triglycerides
stomach_cancer,0,blood,31,blood_Lymphocyte count
stomach_cancer,0,blood,32,blood_Lymphocyte percentage
stomach_cancer,0,blood,33,blood_Mean corpuscular haemoglobin
stomach_cancer,0,blood,34,blood_Mean corpuscular haemoglobin concentration
stomach_cancer,0,blood,35,blood_Mean corpuscular volume
stomach_cancer,0,blood,36,blood_Mean platelet (thrombocyte) volume
stomach_cancer,0,blood,37,blood_Mean reticulocyte volume
stomach_cancer,0,blood,38,blood_Mean sphered cell volume
stomach_cancer,0,blood,39,blood_Monocyte count
stomach_cancer,0,blood,40,blood_Monocyte percentage
stomach_cancer,0,blood,41,blood_Neutrophill percentage
stomach_cancer,0,blood,42,blood_Nucleated red blood cell count
stomach_cancer,0,blood,43,blood_Nucleated red blood cell percentage
stomach_cancer,0,blood,44,blood_Platelet count
stomach_cancer,0,blood,45,blood_Platelet crit
stomach_cancer,0,blood,46,blood_Platelet distribution width
stomach_cancer,0,blood,47,blood_Red blood cell (erythrocyte) count
stomach_cancer,0,blood,48,blood_Red blood cell (erythrocyte) distribution width
stomach_cancer,0,blood,49,blood_Neutrophill count
stomach_cancer,0,blood,50,blood_Aspartate aminotransferase
stomach_cancer,0,combined,1,olink_gkn1
stomach_cancer,0,combined,2,olink_spink1
stomach_cancer,0,combined,3,olink_nefl
stomach_cancer,0,combined,4,olink_pga4
stomach_cancer,0,combined,5,olink_reg1b
stomach_cancer,0,combined,6,olink_spink4
stomach_cancer,0,combined,7,olink_ccl25
stomach_cancer,0,combined,8,olink_fgf23
stomach_cancer,0,combined,9,olink_cblif
stomach_cancer,0,combined,10,olink_ppp1r12a
stomach_cancer,0,combined,11,olink_c1qa
stomach_cancer,0,combined,12,olink_decr1
stomach_cancer,0,combined,13,olink_pla2g15
stomach_cancer,0,combined,14,olink_pxn
stomach_cancer,0,combined,15,olink_cdkl5
stomach_cancer,0,combined,16,olink_casp2
stomach_cancer,0,combined,17,olink_rabepk
stomach_cancer,0,combined,18,olink_lgals8
stomach_cancer,0,combined,19,olink_adamts16
stomach_cancer,0,combined,20,olink_nedd9
stomach_cancer,0,combined,21,olink_tfrc
stomach_cancer,0,combined,22,olink_il20ra
stomach_cancer,0,combined,23,olink_fut3_fut5
stomach_cancer,0,combined,24,olink_neo1
stomach_cancer,0,combined,25,olink_tspan8
stomach_cancer,0,combined,26,olink_cdhr1
stomach_cancer,0,combined,27,olink_tnfsf11
stomach_cancer,0,combined,28,olink_snap29
stomach_cancer,0,combined,29,olink_il17d
stomach_cancer,0,combined,30,olink_bcl2l15
stomach_cancer,0,combined,31,olink_cep20
stomach_cancer,0,combined,32,olink_arl13b
stomach_cancer,0,combined,33,olink_pdzd2
stomach_cancer,0,combined,34,olink_naa80
stomach_cancer,0,combined,35,olink_erp29
stomach_cancer,0,combined,36,olink_s100p
stomach_cancer,0,combined,37,olink_ripk4
stomach_cancer,0,combined,38,olink_slamf6
stomach_cancer,0,combined,39,olink_odam
stomach_cancer,0,combined,40,olink_cetn3
stomach_cancer,0,combined,41,olink_src
stomach_cancer,0,combined,42,olink_serpinb6
stomach_cancer,0,combined,43,olink_vsig4
stomach_cancer,0,combined,44,olink_reep4
stomach_cancer,0,combined,45,olink_appl2
stomach_cancer,0,combined,46,olink_il6
stomach_cancer,0,combined,47,olink_ralb
stomach_cancer,0,combined,48,olink_il1a
stomach_cancer,0,combined,49,olink_ttf2
stomach_cancer,0,combined,50,olink_pcdh7
stomach_cancer,5,protein,1,olink_ndst1
stomach_cancer,5,protein,2,olink_crx
stomach_cancer,5,protein,3,olink_calca
stomach_cancer,5,protein,4,olink_pga4
stomach_cancer,5,protein,5,olink_wfdc12
stomach_cancer,5,protein,6,olink_megf10
stomach_cancer,5,protein,7,olink_lamtor5
stomach_cancer,5,protein,8,olink_ctsl
stomach_cancer,5,protein,9,olink_faslg
stomach_cancer,5,protein,10,olink_lilrb1
stomach_cancer,5,protein,11,olink_prss8
stomach_cancer,5,protein,12,olink_gsn
stomach_cancer,5,protein,13,olink_spag1
stomach_cancer,5,protein,14,olink_prok1
stomach_cancer,5,protein,15,olink_il22
stomach_cancer,5,protein,16,olink_grsf1
stomach_cancer,5,protein,17,olink_tex101
stomach_cancer,5,protein,18,olink_hsd11b1
stomach_cancer,5,protein,19,olink_klk3
stomach_cancer,5,protein,20,olink_adra2a
stomach_cancer,5,protein,21,olink_cxcl17
stomach_cancer,5,protein,22,olink_nptx2
stomach_cancer,5,protein,23,olink_anxa10
stomach_cancer,5,protein,24,olink_mmp7
stomach_cancer,5,protein,25,olink_chit1
stomach_cancer,5,protein,26,olink_mmp12
stomach_cancer,5,protein,27,olink_lyzl2
stomach_cancer,5,protein,28,olink_fcamr
stomach_cancer,5,protein,29,olink_pspn
stomach_cancer,5,protein,30,olink_batf
stomach_cancer,5,protein,31,olink_sfrp1
stomach_cancer,5,protein,32,olink_defb4a_defb4b
stomach_cancer,5,protein,33,olink_enpp6
stomach_cancer,5,protein,34,olink_lysmd3
stomach_cancer,5,protein,35,olink_tmco5a
stomach_cancer,5,protein,36,olink_pik3ap1
stomach_cancer,5,protein,37,olink_amy1a_amy1b_amy1c
stomach_cancer,5,protein,38,olink_acrv1
stomach_cancer,5,protein,39,olink_spaca5_spaca5b
stomach_cancer,5,protein,40,olink_enoph1
stomach_cancer,5,protein,41,olink_nubp1
stomach_cancer,5,protein,42,olink_mdm1
stomach_cancer,5,protein,43,olink_l1cam
stomach_cancer,5,protein,44,olink_rad51
stomach_cancer,5,protein,45,olink_klrc1
stomach_cancer,5,protein,46,olink_cdnf
stomach_cancer,5,protein,47,olink_ctsv
stomach_cancer,5,protein,48,olink_cebpa
stomach_cancer,5,protein,49,olink_ghrl
stomach_cancer,5,protein,50,olink_clec4g
stomach_cancer,5,blood,1,blood_Albumin
stomach_cancer,5,blood,2,blood_White blood cell (leukocyte) count
stomach_cancer,5,blood,3,blood_Reticulocyte percentage
stomach_cancer,5,blood,4,blood_Alanine aminotransferase
stomach_cancer,5,blood,5,blood_Apolipoprotein A
stomach_cancer,5,blood,6,blood_Apolipoprotein B
stomach_cancer,5,blood,7,blood_C-reactive protein
stomach_cancer,5,blood,8,blood_Calcium
stomach_cancer,5,blood,9,blood_Cholesterol
stomach_cancer,5,blood,10,blood_Creatinine
stomach_cancer,5,blood,11,blood_Cystatin C
stomach_cancer,5,blood,12,blood_Direct bilirubin
stomach_cancer,5,blood,13,blood_Gamma glutamyltransferase
stomach_cancer,5,blood,14,blood_Alkaline phosphatase
stomach_cancer,5,blood,15,blood_Glucose
stomach_cancer,5,blood,16,blood_Glycated haemoglobin (HbA1c)
stomach_cancer,5,blood,17,blood_HDL cholesterol
stomach_cancer,5,blood,18,blood_IGF-1
stomach_cancer,5,blood,19,blood_LDL direct
stomach_cancer,5,blood,20,blood_Lipoprotein A
stomach_cancer,5,blood,21,blood_Oestradiol
stomach_cancer,5,blood,22,blood_Phosphate
stomach_cancer,5,blood,23,blood_Rheumatoid factor
stomach_cancer,5,blood,24,blood_SHBG
stomach_cancer,5,blood,25,blood_Testosterone
stomach_cancer,5,blood,26,blood_Total protein
stomach_cancer,5,blood,27,blood_Triglycerides
stomach_cancer,5,blood,28,blood_Urate
stomach_cancer,5,blood,29,blood_Urea
stomach_cancer,5,blood,30,blood_Total bilirubin
stomach_cancer,5,blood,31,blood_Mean corpuscular haemoglobin
stomach_cancer,5,blood,32,blood_Mean corpuscular haemoglobin concentration
stomach_cancer,5,blood,33,blood_Mean corpuscular volume
stomach_cancer,5,blood,34,blood_Mean platelet (thrombocyte) volume
stomach_cancer,5,blood,35,blood_Mean reticulocyte volume
stomach_cancer,5,blood,36,blood_Mean sphered cell volume
stomach_cancer,5,blood,37,blood_Monocyte count
stomach_cancer,5,blood,38,blood_Monocyte percentage
stomach_cancer,5,blood,39,blood_Neutrophill count
stomach_cancer,5,blood,40,blood_Neutrophill percentage
stomach_cancer,5,blood,41,blood_Nucleated red blood cell percentage
stomach_cancer,5,blood,42,blood_Platelet count
stomach_cancer,5,blood,43,blood_Platelet crit
stomach_cancer,5,blood,44,blood_Platelet distribution width
stomach_cancer,5,blood,45,blood_Red blood cell (erythrocyte) count
stomach_cancer,5,blood,46,blood_Red blood cell (erythrocyte) distribution width
stomach_cancer,5,blood,47,blood_Nucleated red blood cell count
stomach_cancer,5,blood,48,blood_Aspartate aminotransferase
stomach_cancer,5,blood,49,blood_Reticulocyte count
stomach_cancer,5,blood,50,blood_Vitamin D
stomach_cancer,5,combined,1,olink_ndst1
stomach_cancer,5,combined,2,olink_crx
stomach_cancer,5,combined,3,olink_calca
stomach_cancer,5,combined,4,olink_pga4
stomach_cancer,5,combined,5,olink_wfdc12
stomach_cancer,5,combined,6,olink_megf10
stomach_cancer,5,combined,7,olink_lamtor5
stomach_cancer,5,combined,8,olink_ctsl
stomach_cancer,5,combined,9,olink_faslg
stomach_cancer,5,combined,10,olink_lilrb1
stomach_cancer,5,combined,11,olink_prss8
stomach_cancer,5,combined,12,olink_gsn
stomach_cancer,5,combined,13,olink_spag1
stomach_cancer,5,combined,14,olink_prok1
stomach_cancer,5,combined,15,olink_il22
stomach_cancer,5,combined,16,olink_grsf1
stomach_cancer,5,combined,17,olink_tex101
stomach_cancer,5,combined,18,olink_hsd11b1
stomach_cancer,5,combined,19,olink_klk3
stomach_cancer,5,combined,20,olink_adra2a
stomach_cancer,5,combined,21,olink_cxcl17
stomach_cancer,5,combined,22,olink_nptx2
stomach_cancer,5,combined,23,olink_anxa10
stomach_cancer,5,combined,24,olink_mmp7
stomach_cancer,5,combined,25,olink_chit1
stomach_cancer,5,combined,26,olink_mmp12
stomach_cancer,5,combined,27,olink_lyzl2
stomach_cancer,5,combined,28,olink_fcamr
stomach_cancer,5,combined,29,olink_pspn
stomach_cancer,5,combined,30,olink_batf
stomach_cancer,5,combined,31,olink_sfrp1
stomach_cancer,5,combined,32,olink_defb4a_defb4b
stomach_cancer,5,combined,33,olink_enpp6
stomach_cancer,5,combined,34,olink_lysmd3
stomach_cancer,5,combined,35,olink_tmco5a
stomach_cancer,5,combined,36,olink_pik3ap1
stomach_cancer,5,combined,37,olink_amy1a_amy1b_amy1c
stomach_cancer,5,combined,38,olink_acrv1
stomach_cancer,5,combined,39,olink_spaca5_spaca5b
stomach_cancer,5,combined,40,olink_enoph1
stomach_cancer,5,combined,41,olink_nubp1
stomach_cancer,5,combined,42,olink_mdm1
stomach_cancer,5,combined,43,olink_l1cam
stomach_cancer,5,combined,44,olink_rad51
stomach_cancer,5,combined,45,olink_klrc1
stomach_cancer,5,combined,46,olink_cdnf
stomach_cancer,5,combined,47,olink_ctsv
stomach_cancer,5,combined,48,blood_Albumin
stomach_cancer,5,combined,49,olink_cebpa
stomach_cancer,5,combined,50,olink_ghrl
